species	family	total_hits	filtered_hits	node	short
Dipodomys_ordii	Mir-425	1	1	Gnathostomata	D.ordii
Dipodomys_ordii	Mir-430	11	11	Vertebrata	D.ordii
Dipodomys_ordii	Mir-431	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-433	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-450	2	2	Eutheria	D.ordii
Dipodomys_ordii	Mir-451	1	1	Vertebrata	D.ordii
Dipodomys_ordii	Mir-452	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-455	1	1	Vertebrata	D.ordii
Dipodomys_ordii	Mir-459	1	1	Vertebrata	D.ordii
Dipodomys_ordii	Mir-483	25	1	Theria	D.ordii
Dipodomys_ordii	Mir-488	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-490	1	1	Amniota	D.ordii
Dipodomys_ordii	Mir-491	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-493	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-499	1	1	Vertebrata	D.ordii
Dipodomys_ordii	Mir-504	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-505	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-506	8	3	Eutheria	D.ordii
Dipodomys_ordii	Mir-541	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-542	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-544	34	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-551	1	1	Vertebrata	D.ordii
Dipodomys_ordii	Mir-582	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-592	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-599	1	1	Sarcopterygii	D.ordii
Dipodomys_ordii	Mir-615	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-628	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-652	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-653	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-670	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-671	1	1	Theria	D.ordii
Dipodomys_ordii	Mir-675	1	1	Theria	D.ordii
Dipodomys_ordii	Mir-676	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-7	3	3	Bilateria	D.ordii
Dipodomys_ordii	Mir-744	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-8	3	3	Bilateria	D.ordii
Dipodomys_ordii	Mir-873	1	1	Mammalia	D.ordii
Dipodomys_ordii	Mir-875	1	1	Vertebrata	D.ordii
Dipodomys_ordii	Mir-876	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-877	2	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-9	2	2	Bilateria	D.ordii
Dipodomys_ordii	Mir-92	6	6	Bilateria	D.ordii
Dipodomys_ordii	Mir-935	1	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-95	4	1	Eutheria	D.ordii
Dipodomys_ordii	Mir-96	3	3	Bilateria	D.ordii
Erinaceus_europaeus	Let-7	11	11	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-1	3	3	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-10	4	4	Eumetazoa	E.europaeus
Erinaceus_europaeus	Mir-101	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-103	1	1	Deuterostomia	E.europaeus
Erinaceus_europaeus	Mir-105	2	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-122	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-124	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-1249	2	2	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-126	2	1	Olfactores	E.europaeus
Erinaceus_europaeus	Mir-127	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-128	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-129	1	1	Chordata	E.europaeus
Erinaceus_europaeus	Mir-1298	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-130	4	4	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-1306	1	1	Gnathostomata	E.europaeus
Erinaceus_europaeus	Mir-132	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-133	3	3	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-135	2	2	Chordata	E.europaeus
Erinaceus_europaeus	Mir-138	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-1388	1	1	Gnathostomata	E.europaeus
Erinaceus_europaeus	Mir-140	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-142	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-145	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-146	2	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-148	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-15	5	5	Olfactores	E.europaeus
Erinaceus_europaeus	Mir-153	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-154	6	6	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-155	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-17	6	6	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-181	3	3	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-184	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-188	2	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-19	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-190	2	2	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-191	1	1	Gnathostomata	E.europaeus
Erinaceus_europaeus	Mir-1911	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-1912	2	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-192	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-193	2	2	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-194	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-196	3	3	Olfactores	E.europaeus
Erinaceus_europaeus	Mir-199	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-203	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-204	3	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-208	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-21	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-214	1	1	Gnathostomata	E.europaeus
Erinaceus_europaeus	Mir-216	2	2	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-217	1	1	Chordata	E.europaeus
Erinaceus_europaeus	Mir-218	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-219	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-22	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-221	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-223	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-224	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-23	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-24	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-26	3	3	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-27	2	2	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-28	2	2	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-29	4	3	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-30	7	7	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-3085	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-31	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-320	8	2	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-324	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-328	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-33	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-330	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-335	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-338	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-34	4	4	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-3613	2	1	Theria	E.europaeus
Erinaceus_europaeus	Mir-362	2	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-374	2	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-375	1	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-376	3	2	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-383	1	1	Tetrapoda	E.europaeus
Erinaceus_europaeus	Mir-423	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-430	7	7	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-450	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-455	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-459	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-486	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-489	1	1	Osteichthyes	E.europaeus
Erinaceus_europaeus	Mir-490	1	1	Amniota	E.europaeus
Erinaceus_europaeus	Mir-491	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-499	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-505	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-506	4	4	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-551	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-592	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-599	1	1	Sarcopterygii	E.europaeus
Erinaceus_europaeus	Mir-652	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-653	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-670	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-7	3	2	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-7180	2	2	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-8	5	5	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-873	1	1	Mammalia	E.europaeus
Erinaceus_europaeus	Mir-875	1	1	Vertebrata	E.europaeus
Erinaceus_europaeus	Mir-876	1	1	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-9	2	2	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-92	6	5	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-95	3	2	Eutheria	E.europaeus
Erinaceus_europaeus	Mir-96	2	1	Bilateria	E.europaeus
Erinaceus_europaeus	Mir-9851	1	1	Eutheria	E.europaeus
Felis_catus	Let-7	13	12	Bilateria	F.catus
Felis_catus	Mir-1	3	3	Bilateria	F.catus
Felis_catus	Mir-10	8	8	Eumetazoa	F.catus
Felis_catus	Mir-101	2	2	Vertebrata	F.catus
Felis_catus	Mir-103	3	3	Deuterostomia	F.catus
Felis_catus	Mir-105	3	2	Eutheria	F.catus
Felis_catus	Mir-122	2	1	Vertebrata	F.catus
Felis_catus	Mir-124	3	3	Bilateria	F.catus
Felis_catus	Mir-1247	1	1	Eutheria	F.catus
Felis_catus	Mir-1249	1	1	Eutheria	F.catus
Felis_catus	Mir-1251	1	1	Theria	F.catus
Felis_catus	Mir-126	2	1	Olfactores	F.catus
Felis_catus	Mir-127	1	1	Eutheria	F.catus
Felis_catus	Mir-1271	11	1	Eutheria	F.catus
Felis_catus	Mir-1277	5794	1	Eutheria	F.catus
Felis_catus	Mir-128	2	2	Vertebrata	F.catus
Felis_catus	Mir-129	3	2	Chordata	F.catus
Felis_catus	Mir-1296	1	1	Eutheria	F.catus
Felis_catus	Mir-1298	1	1	Eutheria	F.catus
Felis_catus	Mir-130	5	5	Vertebrata	F.catus
Felis_catus	Mir-1301	1	1	Eutheria	F.catus
Felis_catus	Mir-1306	1	1	Gnathostomata	F.catus
Felis_catus	Mir-1307	1	1	Eutheria	F.catus
Felis_catus	Mir-132	2	2	Vertebrata	F.catus
Felis_catus	Mir-133	3	3	Bilateria	F.catus
Felis_catus	Mir-134	1	1	Eutheria	F.catus
Felis_catus	Mir-1343	2	1	Eutheria	F.catus
Felis_catus	Mir-135	3	3	Chordata	F.catus
Felis_catus	Mir-136	1	1	Eutheria	F.catus
Felis_catus	Mir-137	1	1	Bilateria	F.catus
Felis_catus	Mir-138	3	2	Vertebrata	F.catus
Felis_catus	Mir-1388	1	1	Gnathostomata	F.catus
Felis_catus	Mir-139	1	1	Gnathostomata	F.catus
Felis_catus	Mir-140	1	1	Vertebrata	F.catus
Felis_catus	Mir-142	1	1	Vertebrata	F.catus
Felis_catus	Mir-143	1	1	Vertebrata	F.catus
Felis_catus	Mir-144	1	1	Vertebrata	F.catus
Felis_catus	Mir-145	2	1	Vertebrata	F.catus
Felis_catus	Mir-146	2	2	Vertebrata	F.catus
Felis_catus	Mir-147	3	1	Vertebrata	F.catus
Felis_catus	Mir-148	3	3	Vertebrata	F.catus
Felis_catus	Mir-15	8	8	Olfactores	F.catus
Felis_catus	Mir-150	1	1	Gnathostomata	F.catus
Felis_catus	Mir-153	2	2	Bilateria	F.catus
Felis_catus	Mir-154	32	31	Eutheria	F.catus
Felis_catus	Mir-155	1	1	Vertebrata	F.catus
Felis_catus	Mir-17	8	8	Vertebrata	F.catus
Felis_catus	Mir-181	7	6	Vertebrata	F.catus
Felis_catus	Mir-184	1	1	Bilateria	F.catus
Felis_catus	Mir-1842	1	1	Eutheria	F.catus
Felis_catus	Mir-185	1	1	Eutheria	F.catus
Felis_catus	Mir-186	1	1	Mammalia	F.catus
Felis_catus	Mir-187	1	1	Osteichthyes	F.catus
Felis_catus	Mir-188	3	3	Eutheria	F.catus
Felis_catus	Mir-19	3	3	Vertebrata	F.catus
Felis_catus	Mir-190	2	2	Bilateria	F.catus
Felis_catus	Mir-191	1	1	Gnathostomata	F.catus
Felis_catus	Mir-1911	1	1	Eutheria	F.catus
Felis_catus	Mir-1912	1	1	Eutheria	F.catus
Felis_catus	Mir-192	2	2	Vertebrata	F.catus
Felis_catus	Mir-193	4	4	Bilateria	F.catus
Felis_catus	Mir-194	2	2	Vertebrata	F.catus
Felis_catus	Mir-196	3	3	Olfactores	F.catus
Felis_catus	Mir-197	4	1	Eutheria	F.catus
Felis_catus	Mir-199	3	3	Vertebrata	F.catus
Felis_catus	Mir-202	2	1	Vertebrata	F.catus
Felis_catus	Mir-203	1	1	Vertebrata	F.catus
Felis_catus	Mir-204	2	2	Vertebrata	F.catus
Felis_catus	Mir-205	1	1	Vertebrata	F.catus
Felis_catus	Mir-208	2	2	Vertebrata	F.catus
Felis_catus	Mir-21	1	1	Vertebrata	F.catus
Felis_catus	Mir-210	1	1	Bilateria	F.catus
Felis_catus	Mir-2114	1	1	Eutheria	F.catus
Felis_catus	Mir-214	1	1	Gnathostomata	F.catus
Felis_catus	Mir-216	2	2	Bilateria	F.catus
Felis_catus	Mir-217	1	1	Chordata	F.catus
Felis_catus	Mir-218	3	2	Vertebrata	F.catus
Felis_catus	Mir-219	3	1	Bilateria	F.catus
Felis_catus	Mir-22	1	1	Bilateria	F.catus
Felis_catus	Mir-221	2	2	Vertebrata	F.catus
Felis_catus	Mir-223	1	1	Vertebrata	F.catus
Felis_catus	Mir-23	4	3	Vertebrata	F.catus
Felis_catus	Mir-2387	1	1	Boreoeutheria	F.catus
Felis_catus	Mir-24	3	3	Vertebrata	F.catus
Felis_catus	Mir-26	3	3	Vertebrata	F.catus
Felis_catus	Mir-27	4	3	Vertebrata	F.catus
Felis_catus	Mir-28	5	4	Eutheria	F.catus
Felis_catus	Mir-29	5	5	Bilateria	F.catus
Felis_catus	Mir-296	2	1	Eutheria	F.catus
Felis_catus	Mir-30	6	6	Vertebrata	F.catus
Felis_catus	Mir-3059	1	1	Eutheria	F.catus
Felis_catus	Mir-3085	1	1	Eutheria	F.catus
Felis_catus	Mir-31	2	1	Bilateria	F.catus
Felis_catus	Mir-32	1	1	Gnathostomata	F.catus
Felis_catus	Mir-320	1	1	Eutheria	F.catus
Felis_catus	Mir-324	1	1	Eutheria	F.catus
Felis_catus	Mir-325	9	1	Theria	F.catus
Felis_catus	Mir-326	1	1	Eutheria	F.catus
Felis_catus	Mir-328	1	1	Eutheria	F.catus
Felis_catus	Mir-33	2	2	Bilateria	F.catus
Felis_catus	Mir-330	1	1	Eutheria	F.catus
Felis_catus	Mir-331	1	1	Eutheria	F.catus
Felis_catus	Mir-335	1	1	Eutheria	F.catus
Felis_catus	Mir-338	1	1	Vertebrata	F.catus
Felis_catus	Mir-339	2	1	Eutheria	F.catus
Felis_catus	Mir-34	5	5	Bilateria	F.catus
Felis_catus	Mir-340	5	1	Theria	F.catus
Felis_catus	Mir-342	1	1	Eutheria	F.catus
Felis_catus	Mir-345	1	1	Eutheria	F.catus
Felis_catus	Mir-346	1	1	Eutheria	F.catus
Felis_catus	Mir-361	1	1	Eutheria	F.catus
Felis_catus	Mir-3613	1	1	Theria	F.catus
Felis_catus	Mir-362	6	4	Eutheria	F.catus
Felis_catus	Mir-370	1	1	Boreoeutheria	F.catus
Felis_catus	Mir-374	2	2	Eutheria	F.catus
Felis_catus	Mir-375	1	1	Bilateria	F.catus
Felis_catus	Mir-376	5	5	Eutheria	F.catus
Felis_catus	Mir-378	1	1	Eutheria	F.catus
Felis_catus	Mir-383	1	1	Tetrapoda	F.catus
Felis_catus	Mir-384	1	1	Eutheria	F.catus
Felis_catus	Mir-423	1	1	Eutheria	F.catus
Felis_catus	Mir-425	1	1	Gnathostomata	F.catus
Felis_catus	Mir-430	51	51	Vertebrata	F.catus
Felis_catus	Mir-431	1	1	Eutheria	F.catus
Felis_catus	Mir-432	1	1	Eutheria	F.catus
Felis_catus	Mir-433	1	1	Eutheria	F.catus
Felis_catus	Mir-450	3	3	Eutheria	F.catus
Felis_catus	Mir-451	1	1	Vertebrata	F.catus
Felis_catus	Mir-455	1	1	Vertebrata	F.catus
Felis_catus	Mir-459	1	1	Vertebrata	F.catus
Felis_catus	Mir-483	14	1	Theria	F.catus
Felis_catus	Mir-486	8	1	Eutheria	F.catus
Felis_catus	Mir-488	1	1	Eutheria	F.catus
Felis_catus	Mir-489	1	1	Osteichthyes	F.catus
Felis_catus	Mir-490	1	1	Amniota	F.catus
Felis_catus	Mir-491	1	1	Eutheria	F.catus
Felis_catus	Mir-493	1	1	Eutheria	F.catus
Felis_catus	Mir-499	1	1	Vertebrata	F.catus
Felis_catus	Mir-504	1	1	Eutheria	F.catus
Felis_catus	Mir-505	1	1	Eutheria	F.catus
Felis_catus	Mir-506	8	7	Eutheria	F.catus
Felis_catus	Mir-542	1	1	Eutheria	F.catus
Felis_catus	Mir-544	569	1	Eutheria	F.catus
Felis_catus	Mir-551	7	2	Vertebrata	F.catus
Felis_catus	Mir-574	1666	1	Eutheria	F.catus
Felis_catus	Mir-582	1	1	Eutheria	F.catus
Felis_catus	Mir-590	1	1	Mammalia	F.catus
Felis_catus	Mir-592	1	1	Eutheria	F.catus
Felis_catus	Mir-599	1	1	Sarcopterygii	F.catus
Felis_catus	Mir-615	1	1	Eutheria	F.catus
Felis_catus	Mir-628	1	1	Eutheria	F.catus
Felis_catus	Mir-652	1	1	Eutheria	F.catus
Felis_catus	Mir-6529	1	1	Eutheria	F.catus
Felis_catus	Mir-653	1	1	Eutheria	F.catus
Felis_catus	Mir-670	1	1	Eutheria	F.catus
Felis_catus	Mir-671	1	1	Theria	F.catus
Felis_catus	Mir-6715	1	1	Eutheria	F.catus
Felis_catus	Mir-675	1	1	Theria	F.catus
Felis_catus	Mir-7	3	3	Bilateria	F.catus
Felis_catus	Mir-744	1	1	Eutheria	F.catus
Felis_catus	Mir-760	1	1	Eutheria	F.catus
Felis_catus	Mir-8	5	5	Bilateria	F.catus
Felis_catus	Mir-873	2	1	Mammalia	F.catus
Felis_catus	Mir-874	1	1	Eutheria	F.catus
Felis_catus	Mir-875	1	1	Vertebrata	F.catus
Felis_catus	Mir-876	1	1	Eutheria	F.catus
Felis_catus	Mir-877	3	1	Eutheria	F.catus
Felis_catus	Mir-885	1	1	Eutheria	F.catus
Felis_catus	Mir-9	3	3	Bilateria	F.catus
Felis_catus	Mir-92	6	6	Bilateria	F.catus
Felis_catus	Mir-935	1	1	Eutheria	F.catus
Felis_catus	Mir-95	11	4	Eutheria	F.catus
Felis_catus	Mir-96	3	3	Bilateria	F.catus
Felis_catus	Mir-9851	1	1	Eutheria	F.catus
Fukomys_damarensis	Let-7	12	12	Bilateria	F.damarensis
Fukomys_damarensis	Mir-1	3	3	Bilateria	F.damarensis
Fukomys_damarensis	Mir-10	8	8	Eumetazoa	F.damarensis
Fukomys_damarensis	Mir-101	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-103	3	3	Deuterostomia	F.damarensis
Fukomys_damarensis	Mir-105	3	2	Eutheria	F.damarensis
Fukomys_damarensis	Mir-122	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-124	2	2	Bilateria	F.damarensis
Fukomys_damarensis	Mir-1249	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-1251	1	1	Theria	F.damarensis
Fukomys_damarensis	Mir-126	1	1	Olfactores	F.damarensis
Fukomys_damarensis	Mir-127	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-1271	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-1277	859	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-128	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-129	2	2	Chordata	F.damarensis
Fukomys_damarensis	Mir-1296	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-130	6	5	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-1301	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-1306	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-132	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-133	3	3	Bilateria	F.damarensis
Fukomys_damarensis	Mir-134	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-1343	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-135	3	3	Chordata	F.damarensis
Fukomys_damarensis	Mir-136	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-137	1	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-138	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-1388	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-139	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-140	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-142	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-143	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-144	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-145	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-146	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-148	3	3	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-149	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-15	8	8	Olfactores	F.damarensis
Fukomys_damarensis	Mir-150	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-153	2	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-154	28	28	Eutheria	F.damarensis
Fukomys_damarensis	Mir-155	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-17	8	8	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-181	6	6	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-184	1	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-1842	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-185	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-186	1	1	Mammalia	F.damarensis
Fukomys_damarensis	Mir-187	1	1	Osteichthyes	F.damarensis
Fukomys_damarensis	Mir-188	3	3	Eutheria	F.damarensis
Fukomys_damarensis	Mir-19	3	3	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-190	2	2	Bilateria	F.damarensis
Fukomys_damarensis	Mir-191	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-192	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-193	5	4	Bilateria	F.damarensis
Fukomys_damarensis	Mir-194	2	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-196	3	3	Olfactores	F.damarensis
Fukomys_damarensis	Mir-197	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-199	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-202	2	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-204	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-205	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-208	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-21	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-210	1	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-214	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-216	2	2	Bilateria	F.damarensis
Fukomys_damarensis	Mir-217	1	1	Chordata	F.damarensis
Fukomys_damarensis	Mir-218	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-219	1	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-22	1	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-221	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-223	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-224	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-23	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-24	3	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-26	3	3	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-27	2	2	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-28	3	3	Eutheria	F.damarensis
Fukomys_damarensis	Mir-29	4	4	Bilateria	F.damarensis
Fukomys_damarensis	Mir-296	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-30	6	6	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-3059	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-3085	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-31	1	1	Bilateria	F.damarensis
Fukomys_damarensis	Mir-32	1	1	Gnathostomata	F.damarensis
Fukomys_damarensis	Mir-320	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-324	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-325	2	1	Theria	F.damarensis
Fukomys_damarensis	Mir-326	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-328	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-33	2	2	Bilateria	F.damarensis
Fukomys_damarensis	Mir-330	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-331	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-335	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-337	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-338	1	1	Vertebrata	F.damarensis
Fukomys_damarensis	Mir-339	2	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-34	5	5	Bilateria	F.damarensis
Fukomys_damarensis	Mir-340	6	1	Theria	F.damarensis
Fukomys_damarensis	Mir-342	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-345	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-346	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-350	1	1	Eutheria	F.damarensis
Fukomys_damarensis	Mir-361	1	1	Eutheria	F.damarensis
